rank,title,doi,doi_url,publication_year,publication_date,journal_or_venue,cited_by_count,open_access,oa_status,oa_url,openalex_id,primary_topic,primary_subfield,work_type,retrieved_at_utc
311,Bias in cross-sectional analyses of longitudinal mediation.,10.1037/1082-989x.12.1.23,https://doi.org/10.1037/1082-989x.12.1.23,2007,2007-01-01,Psychological Methods,2979,No,closed,,https://openalex.org/W1992036396,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
312,A Test for Normality of Observations and Regression Residuals,10.2307/1403192,https://doi.org/10.2307/1403192,1987,1987-08-01,International Statistical Review,2971,No,closed,,https://openalex.org/W2127923747,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
313,Thirteen Ways to Look at the Correlation Coefficient,10.1080/00031305.1988.10475524,https://doi.org/10.1080/00031305.1988.10475524,1988,1988-02-01,The American Statistician,2969,No,closed,,https://openalex.org/W2113952909,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
314,A well-conditioned estimator for large-dimensional covariance matrices,10.1016/s0047-259x(03)00096-4,https://doi.org/10.1016/s0047-259x(03)00096-4,2003,2003-07-16,Journal of Multivariate Analysis,2967,Yes,green,http://hdl.handle.net/10016/10087,https://openalex.org/W2062125287,Random Matrices and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
315,Partial residuals for the proportional hazards regression model,10.1093/biomet/69.1.239,https://doi.org/10.1093/biomet/69.1.239,1982,1982-01-01,Biometrika,2965,No,closed,,https://openalex.org/W1977247044,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
316,Multiple Imputation after 18+ Years,10.1080/01621459.1996.10476908,https://doi.org/10.1080/01621459.1996.10476908,1996,1996-06-01,Journal of the American Statistical Association,2964,No,closed,,https://openalex.org/W4211101039,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
317,Clinical Trials: A Practical Approach.,10.2307/2531186,https://doi.org/10.2307/2531186,1984,1984-12-01,Biometrics,2962,No,closed,,https://openalex.org/W2087425662,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
318,MultiNest: an efficient and robust Bayesian inference tool for cosmology and particle physics,10.1111/j.1365-2966.2009.14548.x,https://doi.org/10.1111/j.1365-2966.2009.14548.x,2009,2009-08-31,Monthly Notices of the Royal Astronomical Society,2959,Yes,green,https://arxiv.org/pdf/0809.3437,https://openalex.org/W2092194717,Markov Chains and Monte Carlo Methods,Statistics and Probability,article,2026-07-24T02:35:38+00:00
319,Large Sample Properties of Matching Estimators for Average Treatment Effects,10.1111/j.1468-0262.2006.00655.x,https://doi.org/10.1111/j.1468-0262.2006.00655.x,2005,2005-12-13,Econometrica,2944,Yes,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1468-0262.2006.00655.x,https://openalex.org/W2171443468,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
320,Multivariate Data Analysis.,10.2307/2062821,https://doi.org/10.2307/2062821,1972,1972-03-01,Contemporary Sociology A Journal of Reviews,2943,No,closed,,https://openalex.org/W1480544864,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
321,AN ESSAY TOWARDS SOLVING A PROBLEM IN THE DOCTRINE OF CHANCES,10.1093/biomet/45.3-4.296,https://doi.org/10.1093/biomet/45.3-4.296,1958,1958-01-01,Biometrika,2941,No,closed,,https://openalex.org/W3083113686,Probability and Statistical Research,Statistics and Probability,article,2026-07-24T02:35:38+00:00
322,Time‐Dependent ROC Curves for Censored Survival Data and a Diagnostic Marker,10.1111/j.0006-341x.2000.00337.x,https://doi.org/10.1111/j.0006-341x.2000.00337.x,2000,2000-06-01,Biometrics,2931,No,closed,,https://openalex.org/W2123664981,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
323,Adjusting for multiple testing—when and how?,10.1016/s0895-4356(00)00314-0,https://doi.org/10.1016/s0895-4356(00)00314-0,2001,2001-04-01,Journal of Clinical Epidemiology,2926,No,closed,,https://openalex.org/W2029445248,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
324,Introduction to Mathematical Statistics.,10.2307/2291439,https://doi.org/10.2307/2291439,1996,1996-03-01,Journal of the American Statistical Association,2925,No,closed,,https://openalex.org/W2144242878,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
325,Statistical Models Based on Counting Processes,10.2307/1534625,https://doi.org/10.2307/1534625,1997,1997-07-01,Population,2921,No,closed,,https://openalex.org/W2319384619,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
326,Quantum statistical mechanics in a closed system,10.1103/physreva.43.2046,https://doi.org/10.1103/physreva.43.2046,1991,1991-02-01,Physical Review A,2920,No,closed,,https://openalex.org/W2086612234,Random Matrices and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
327,Maximum utilization of the life table method in analyzing survival,10.1016/0021-9681(58)90126-7,https://doi.org/10.1016/0021-9681(58)90126-7,1958,1958-12-01,Journal of Chronic Diseases,2913,No,closed,,https://openalex.org/W2106147539,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
328,Estimating Causal Effects from Large Data Sets Using Propensity Scores,10.7326/0003-4819-127-8_part_2-199710151-00064,https://doi.org/10.7326/0003-4819-127-8_part_2-199710151-00064,1997,1997-10-15,Annals of Internal Medicine,2911,No,closed,,https://openalex.org/W2052806549,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
329,Nonparametric Statistical Methods.,10.2307/2285701,https://doi.org/10.2307/2285701,1974,1974-06-01,Journal of the American Statistical Association,2898,No,closed,,https://openalex.org/W4298345797,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
330,The Interpretation of Statistical Maps,10.1111/j.2517-6161.1948.tb00012.x,https://doi.org/10.1111/j.2517-6161.1948.tb00012.x,1948,1948-07-01,Journal of the Royal Statistical Society Series B (Statistical Methodology),2891,No,closed,,https://openalex.org/W2905290611,Census and Population Estimation,Statistics and Probability,article,2026-07-24T02:35:38+00:00
331,Robust Tests for the Equality of Variances,10.1080/01621459.1974.10482955,https://doi.org/10.1080/01621459.1974.10482955,1974,1974-06-01,Journal of the American Statistical Association,2890,No,closed,,https://openalex.org/W2048489440,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
332,Statistical Methods for Survival Data Analysis.,10.2307/2290742,https://doi.org/10.2307/2290742,1993,1993-03-01,Journal of the American Statistical Association,2863,No,closed,,https://openalex.org/W2171515720,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
333,Proceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability; Vol. IV,10.2307/1402306,https://doi.org/10.2307/1402306,1969,1969-01-01,Revue de l Institut International de Statistique / Review of the International Statistical Institute,2863,No,closed,,https://openalex.org/W370143576,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
334,Relation of sample size to the stability of component patterns.,10.1037/0033-2909.103.2.265,https://doi.org/10.1037/0033-2909.103.2.265,1988,1988-03-01,Psychological Bulletin,2856,No,closed,,https://openalex.org/W2058513103,Statistical Methods and Applications,Statistics and Probability,article,2026-07-24T02:35:38+00:00
335,Probability and Statistics for Engineers and Scientists.,10.2307/2284195,https://doi.org/10.2307/2284195,1973,1973-03-01,Journal of the American Statistical Association,2855,No,closed,,https://openalex.org/W2145224695,Statistics Education and Methodologies,Statistics and Probability,article,2026-07-24T02:35:38+00:00
336,<i>Outliers in Statistical Data</i>,10.1063/1.2995737,https://doi.org/10.1063/1.2995737,1979,1979-09-01,Physics Today,2849,No,closed,,https://openalex.org/W1970655212,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
337,Outlier and influence diagnostics for meta-analysis,10.1002/jrsm.11,https://doi.org/10.1002/jrsm.11,2010,2010-04-01,Research Synthesis Methods,2841,No,closed,,https://openalex.org/W2104657845,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
338,Multiple imputation of discrete and continuous data by fully conditional specification,10.1177/0962280206074463,https://doi.org/10.1177/0962280206074463,2007,2007-06-01,Statistical Methods in Medical Research,2837,No,closed,,https://openalex.org/W2096391232,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
339,How Many Imputations are Really Needed? Some Practical Clarifications of Multiple Imputation Theory,10.1007/s11121-007-0070-9,https://doi.org/10.1007/s11121-007-0070-9,2007,2007-06-04,Prevention Science,2831,No,closed,,https://openalex.org/W2133494987,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
340,Partial least squares for discrimination,10.1002/cem.785,https://doi.org/10.1002/cem.785,2003,2003-03-01,Journal of Chemometrics,2830,No,closed,,https://openalex.org/W2164583936,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
341,Modern Applied Statistics With S,10.1198/tech.2003.s33,https://doi.org/10.1198/tech.2003.s33,2003,2003-02-01,Technometrics,2824,Yes,bronze,https://www.tandfonline.com/doi/abs/10.1198/tech.2003.s33,https://openalex.org/W2465493330,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
342,Sure Independence Screening for Ultrahigh Dimensional Feature Space,10.1111/j.1467-9868.2008.00674.x,https://doi.org/10.1111/j.1467-9868.2008.00674.x,2008,2008-10-03,Journal of the Royal Statistical Society Series B (Statistical Methodology),2822,Yes,bronze,https://academic.oup.com/jrsssb/article-pdf/70/5/849/49796154/jrsssb_70_5_849.pdf,https://openalex.org/W2154560360,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
343,Estimation and Inference of Heterogeneous Treatment Effects using Random Forests,10.1080/01621459.2017.1319839,https://doi.org/10.1080/01621459.2017.1319839,2017,2017-04-21,Journal of the American Statistical Association,2822,No,closed,,https://openalex.org/W2208550830,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
344,Using Big Data to Emulate a Target Trial When a Randomized Trial Is Not Available: Table 1.,10.1093/aje/kwv254,https://doi.org/10.1093/aje/kwv254,2016,2016-03-18,American Journal of Epidemiology,2819,Yes,bronze,https://academic.oup.com/aje/article-pdf/183/8/758/6652570/kwv254.pdf,https://openalex.org/W2298338128,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
345,Sparsity and Smoothness Via the Fused Lasso,10.1111/j.1467-9868.2005.00490.x,https://doi.org/10.1111/j.1467-9868.2005.00490.x,2004,2004-12-13,Journal of the Royal Statistical Society Series B (Statistical Methodology),2812,No,closed,,https://openalex.org/W2140514146,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
346,More powerful procedures for multiple significance testing,10.1002/sim.4780090710,https://doi.org/10.1002/sim.4780090710,1990,1990-07-01,Statistics in Medicine,2810,No,closed,,https://openalex.org/W2123830992,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
347,When and how should multiple imputation be used for handling missing data in randomised clinical trials – a practical guide with flowcharts,10.1186/s12874-017-0442-1,https://doi.org/10.1186/s12874-017-0442-1,2017,2017-12-01,BMC Medical Research Methodology,2809,Yes,gold,https://bmcmedresmethodol.biomedcentral.com/track/pdf/10.1186/s12874-017-0442-1,https://openalex.org/W2772803673,Statistical Methods and Bayesian Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
348,Statistical Models and Methods for Lifetime Data.,10.2307/2531129,https://doi.org/10.2307/2531129,1983,1983-09-01,Biometrics,2801,No,closed,,https://openalex.org/W2796537448,Statistical Methods and Inference,Statistics and Probability,article,2026-07-24T02:35:38+00:00
349,Nonparametric Statistics,10.1080/00031305.1957.10501091,https://doi.org/10.1080/00031305.1957.10501091,1957,1957-06-01,The American Statistician,2792,No,closed,,https://openalex.org/W4248694980,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
350,A Structural Approach to Selection Bias,10.1097/01.ede.0000135174.63482.43,https://doi.org/10.1097/01.ede.0000135174.63482.43,2004,2004-08-12,Epidemiology,2785,No,closed,,https://openalex.org/W1978209044,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
351,Estimation of Average Treatment Effects Based on Propensity Scores,10.1177/1536867x0200200403,https://doi.org/10.1177/1536867x0200200403,2002,2002-12-01,The Stata Journal Promoting communications on statistics and Stata,2781,Yes,bronze,https://journals.sagepub.com/doi/pdf/10.1177/1536867X0200200403,https://openalex.org/W1594294799,Advanced Causal Inference Techniques,Statistics and Probability,article,2026-07-24T02:35:38+00:00
352,Smoothing reference centile curves: The lms method and penalized likelihood,10.1002/sim.4780111005,https://doi.org/10.1002/sim.4780111005,1992,1992-01-01,Statistics in Medicine,2781,No,closed,,https://openalex.org/W2136326182,Advanced Statistical Methods and Models,Statistics and Probability,article,2026-07-24T02:35:38+00:00
353,A Cluster Analysis Method for Grouping Means in the Analysis of Variance,10.2307/2529204,https://doi.org/10.2307/2529204,1974,1974-09-01,Biometrics,2776,No,closed,,https://openalex.org/W2330210193,Statistical Methods in Clinical Trials,Statistics and Probability,article,2026-07-24T02:35:38+00:00
